	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	label
G80550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03345	0.0	0.0	0.0	0.00084	0.50393	0.15205	0.0229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78861	0.0	0.0	0.0292	0.0	0.27209	0.0	0.0	0.0	0.0	0.00655	0.0	0.0	0.0	0.0	0.4235	0.0	0.63645	0.32766999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78860	0.0	0.00179	0.0	0.0	0.73152	0.0	0.0	0.0	0.0	0.0	0.0	0.010759999999999999	0.0	0.00025	0.00045	0.0	0.19275	0.04231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005379999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78556	0.0	0.0	0.0	0.0	0.05731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1099	0.00115	0.0	0.0	0.0	2.43778	0.20573000000000002	0.013680000000000001	0.02095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78712	0.0	0.0	0.0	0.0	0.20104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14943	0.0	0.024640000000000002	0.0	0.0	0.19539	0.37454	0.19455999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78498	0.0	0.0	0.0	0.0	0.09301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05694	0.0	0.0	0.0	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78868	0.0	0.11522	0.02514	0.0	2.99408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78559	0.0	0.2184	0.11873	0.0	0.57048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08367000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78630	0.0	0.0	0.0	0.0	0.07821	0.0	0.0	0.0	0.0	2.0230900000000003	0.0	0.0	0.0	0.0	0.00209	0.014509999999999999	0.1173	0.09575	0.19742	0.04145	0.0	0.0	0.0	0.0	0.0	0.0	1.46365	0.80324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78690	0.0	0.0	0.0	0.0	0.18205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04726	1
G80339	0.0	0.0	0.0	0.0	0.06462000000000001	0.0	0.0	1.02092	0.12512	0.63961	0.0	0.0	0.01065	0.0	0.0	0.0	0.20125	0.34399	0.35851	0.03112	0.1836	0.0	0.04022	0.0	0.0	0.0	0.12659	0.28255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78889	0.0	0.0	0.0	0.0	0.08283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11731	0.17578	0.60358	0.0	0.0	0.12433	0.0	0.24406	0.01192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.11444000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80338	0.0	0.0	0.0	0.0	0.14413	0.0	0.86792	3.91716	0.0	1.7310299999999998	0.0	0.0	0.0091	0.01399	0.08004	0.0	0.09158999999999999	1.32558	1.7563099999999998	0.08573	0.05355	0.04572	0.0	0.0	0.0	0.27389	0.0	1.32231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78502	0.0	0.0	0.0	0.02715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007540000000000001	0.02992	0.06866	0.11273	0.2898	0.31601	0.42132	0.20954	0.02586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78737	0.0	0.0	0.0	0.27712	0.07584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045999999999999996	0.009059999999999999	0.09226000000000001	0.01329	0.21823	0.16432	0.0538	0.03735	0.03269	0.0	0.0	0.0	0.0	0.0	0.07841000000000001	0.16533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78663	0.0	0.0	0.0	0.5340600000000001	0.20948000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05028	0.38833	1.24563	0.0	1.0001200000000001	1.51482	0.6379100000000001	0.9826299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80402	0.0	0.0	0.0	0.0	0.012329999999999999	0.0	0.0	0.0	0.0	0.9946299999999999	0.0	0.0	0.0	0.03475	0.0	0.0	0.28775	0.33676999999999996	1.0449899999999999	0.00399	0.0	0.0	0.0	0.0	0.0	0.0	1.0484200000000001	0.21402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78655	0.0	0.0	0.0	0.0	0.32241	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.00855	0.0	0.32789	0.0	0.9260200000000001	0.9078799999999999	0.95978	0.10772999999999999	0.16138	0.4547	0.0	0.0	0.0	0.0	0.15122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80422	0.0	0.0	0.0	0.0	0.20153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026260000000000002	0.0	0.014490000000000001	0.0	0.26183	0.09022999999999999	0.0	0.13699	0.0	0.11125	0.0	0.0	0.0	0.0	0.09477000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78587	0.0	0.0	0.0	0.0	0.39121999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68882	0.0	0.13766	1.69754	1.6680599999999999	0.04419	0.0	0.1357	0.0	0.0	0.0	0.0	0.10125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78654	0.0	0.0	0.0	0.0	0.03916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46875	0.05101	0.0	0.04945	0.22553	1.68513	0.25945999999999997	0.0	0.12539	0.0	0.0	0.0	0.0	0.13729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80450	0.0	0.0	0.0	0.0	0.31376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05247	0.0	0.19312	1.32371	2.09249	0.07531	0.0	0.11457	0.0	0.0	0.0	0.0	0.33194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78586	0.0	0.0	0.0	0.0	0.10329	0.0	0.0	0.0	0.0	0.01205	0.0	0.0	0.0	0.0	0.31506	0.0	0.39407	0.73046	1.54872	0.08277999999999999	0.0	0.08435	0.0	0.0	0.0	0.0	1.0702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80578	0.0	0.0	0.0	0.0	0.07837000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005379999999999999	0.0	2.67624	0.0	0.0749	0.04879	0.0	0.15105	0.0	0.00477	0.0	0.0	0.0	0.0	0.02156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80306	0.0	0.0	0.0	0.0	0.12380999999999999	0.0	0.0	1.18119	0.0	1.1182	0.0	0.0	0.0	0.01849	0.014669999999999999	0.0	0.24639	0.67088	0.58877	0.00868	0.0	0.01793	0.0	0.0	0.0	0.0	0.0	0.13109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.61557	0.0	0
G80362	0.0	0.0	0.0	0.0	0.23861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.21281999999999998	0.0	0.049030000000000004	0.14226	0.07922	0.0	0.0	0.1117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78801	0.0	0.0	0.0	0.0	0.06795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02044	0.0	0.02568	0.018930000000000002	0.0	0.00823	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01944	0
G78902	0.0	0.00033999999999999997	0.0	0.0	0.0333	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.0	0.00942	0.0	0.0	0.007859999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80407	0.0	0.0	0.0	0.0	1.50185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13332	0.0438	0.0	1.00609	0.03735	0.0	0.03719	0.01782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69232	0.0	0.0	0.0	0.0	0.34498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23242	0.03399	0.02216	0.21754	0.055	0.07504	0.02721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78908	0.0	0.0	0.0	0.0	0.23265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25251999999999997	0.22629000000000002	3.40461	6.3966199999999995	0.3727	0.0	2.2921400000000003	0.22549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78907	0.0	0.0	0.0	0.0	1.03966	0.0	0.0	0.0	0.0	0.35007	0.0	0.0	0.0	0.33653	0.06217	1.55549	1.64898	0.204	0.0	0.0	0.3645	0.03816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0637	0.0	0.0	0.0	0.0	0
G78544	0.0	0.0	0.0	0.0	0.05649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81194	0.0118	0.0	0.0	0.0	0.0	0
G78730	0.0	0.0	0.0	0.0	0.09551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00456	0.01287	0.1682	0.51747	0.00658	0.0	0.58345	0.0	0.00835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78849	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69195	0.0	0.0	0.0	0.0	0.01714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15454	0.02019	0.11375	0.23646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03683	0.0	0.0	0.0	0.0	0.0	0.0	27.520979999999998	0.0	0.0	0.0	0.0	0.1471	1
G80527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29925	0.0	0.0	0.0	0.0	0.0	0.06372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80461	0.0	0.0	0.0	0.0	0.07364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22125	0.37095	0.0	0.05516	0.08083	1.8026200000000001	0.0551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80328	0.0	0.0	0.02393	0.0	0.08336	0.0	0.0	0.3031	0.0	0.0	0.0	0.0	0.0	0.0	0.07708	0.9031399999999999	3.7728800000000002	0.28459	0.046360000000000005	0.15239	0.0	0.02638	0.0	0.06348999999999999	0.0	0.0	0.0040100000000000005	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02251	0
G78822	0.0	0.0	0.0	0.0	0.02866	0.0	0.0	4.51694	0.0	1.7874700000000001	0.0	0.0	0.00742	0.17479	0.0	0.0	0.0	0.8293	4.6420900000000005	0.0	0.37285999999999997	0.0	0.0	0.0	0.0	0.059410000000000004	0.0	0.01126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78488	0.0	0.0	0.0	0.0	0.07724	0.0	0.0	2.1118200000000003	0.0	0.08621000000000001	0.0	0.0	0.0	0.033389999999999996	0.01385	0.0	0.0	0.2863	0.20424	0.041389999999999996	0.0426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37629	0.0	0.0	0
G78820	0.0	0.0	0.0	0.0	0.56404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73149	0.04477	0.0	0.41295	0.62008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00675	0.0	0.25543000000000005	0.0	0.0	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37079	0
G78821	0.0	0.0	0.0	0.0	0.18411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07857	0.03336	0.0	0.02327	0.08295	0.0	0.07392	0.01273	0.0	0.0	0.0	0.0	0.0291	0.0	0.0	0.0	0.0	0.10845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78490	0.0	0.0	0.0	0.0	0.0	0.0	1.8780599999999998	8.09211	0.0	0.7718	0.9610299999999999	0.0	0.0	0.0	0.04512	1.1364100000000001	0.27933	0.97406	0.3853	0.0	0.36511	0.0	0.0	0.0	0.0	0.0	0.0	0.04328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78489	0.0	0.0	0.0	0.0	0.05325	0.0	1.05188	1.1692	0.0	1.04148	0.0	0.0	0.0	0.01284	0.06012000000000001	1.44556	1.57451	0.26356	0.5655100000000001	0.09501	0.15272	0.00318	0.0	0.0	0.0	0.036019999999999996	0.0	0.79281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78840	0.0	0.0034700000000000004	0.0	0.0	0.30149000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27765	0.03456	0.0	0.07295	0.14242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06454	0.0	0.34861	0.0	0.0	0.20622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78819	0.0	0.0	0.0	0.0	0.01888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48116000000000003	0.05752	0.0	0.0206	0.03808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00793	0.0	0.02193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22274000000000002	0
G78645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20649	0.20401	0.0	0.015969999999999998	0.2372	0.0	0.06548	0.18715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16069	0.0	0.0	0.0	0.0	13.277220000000002	0.0	0.0	0.0	0
G69180	0.0	0.0	0.0	0.0	0.09987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33702	0.2511	0.0	0.02984	0.06373	0.0	0.0	0.02702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13593	0
G78644	0.0	0.07837000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6744600000000001	0.0	0.0	2.1912	0.0	1.03526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78680	0.0	0.0	0.0	0.0	0.15741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0039	0.0	0.04419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78879	0.0	0.0	0.0	0.0	0.0181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00409	0.0	0.13635	0.0	0.0	0.78893	0.0	0.08301	0.03998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78773	0.0	0.0	0.0	0.0	0.03884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056700000000000006	0.0	0.038310000000000004	0.0	0.0	0.8526799999999999	0.026719999999999997	0.22857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78674	0.0	0.00761	0.0	0.0	0.1495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05852	0.0	0.0	0.0	0.0	0.13872	0.0	0.02926	0.0	0.0	0.04073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78673	0.0	0.0	0.0	0.0	0.11621	0.0	0.0	1.8011700000000002	0.0	0.2545	0.0	0.0	0.0	0.01736	0.0021899999999999997	0.0	0.0	0.3034	0.22150999999999998	0.07512	0.01001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03628	0.0	0.15531	1
G78878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21915	0.0	0.9843200000000001	0.0	0.0	0.5515100000000001	0.0	0.031160000000000004	0.03213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80532	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.07407000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44311000000000006	0.02334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80419	0.0	0.0	0.0	0.0	0.07987000000000001	0.0	1.9018700000000002	0.0	0.0	0.0	0.0	0.0	0.00374	0.01596	0.006840000000000001	0.0	0.17945	0.17127	1.05245	0.07633	0.029939999999999998	0.0	0.0	0.0	0.0	0.14219	0.0	1.05525	0.0	0.0	0.01489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00829	0.02241	1.52542	0.18402000000000002	0.0	0.04185	0.0	0.0	0.0	0.0	0.0	0.0	0.053610000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78829	0.0	0.0	0.0	0.0	0.0	0.0	0.13726	0.67533	0.0	0.16113	0.0	0.0	0.0	0.0	0.02528	0.0	0.32600999999999997	0.5927100000000001	0.0	0.7135600000000001	0.01718	0.0	0.0	0.0	0.0	0.00329	0.0	0.15037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78592	0.0	0.05118	0.0	0.0	0.03634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78679	0.0	0.07022	0.0	0.0	0.07215	0.0	0.0	0.0	0.0	1.75658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07196	0.0	0.0033200000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
