	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera
G69202	1.80057	34.177440000000004	0.0	0.06947	2.45638	1.10337	0.03891	0.22828	0.77528	3.36249	0.32149	0.039689999999999996	0.07755	1.8222200000000002	0.0	0.12862	1.11666	0.0	0.12180999999999999	2.26418	0.0	0.0	1.53024	0.11961	0.0	0.020309999999999998	0.23863	0.0	0.00344	3.4703699999999995	0.0	0.0	0.0	0.0	9.4309	32.1864	0.0	0.0	0.0	0.0
G69208	2.4683900000000003	2.4489799999999997	0.0	0.06121	1.02062	0.27194	12.59493	0.0	0.0	0.11322	0.00974	0.0	7.6005899999999995	0.0	0.0	14.726679999999998	0.7602300000000001	0.028360000000000003	0.26285	0.050980000000000004	0.0	0.0	0.0	0.01137	0.0	0.0	0.02306	0.0	0.0	42.18524	0.0	0.01974	0.29284	0.0	4.54327	9.13022	0.0	0.0	0.0	0.0
G78693	21.84222	2.76166	0.07617	0.11830999999999998	1.10001	0.44478	0.59015	0.00322	0.59125	1.81828	13.136429999999999	1.3247	0.02247	0.019030000000000002	0.45503000000000005	7.10306	0.0	0.08094	0.0	7.618510000000001	0.02899	0.12185	0.34741	1.12065	0.85035	0.02254	34.22266	0.0	0.05226	0.0	0.060989999999999996	0.40226	0.01983	0.0	0.0	0.0	0.00316	0.0	0.0	0.0
G80396	46.60541	3.5014	0.32241	0.44859	0.35691999999999996	0.17642	0.61006	0.03486	0.38385	0.13248	1.5351700000000001	0.39105	0.0017800000000000001	0.0	0.11059000000000001	3.61173	0.0	1.2163	0.0	2.83375	0.02578	0.19394	0.36746999999999996	1.9270599999999998	10.4625	0.00214	13.64432	0.0	0.05256	0.0	5.509180000000001	0.03302	0.22959000000000002	0.0	0.0	0.0141	0.0	0.0	0.0	0.0
G80569	0.06559	0.07400000000000001	0.32221	0.01645	2.06086	0.056139999999999995	0.0	0.14776	0.0	0.0	0.00579	0.0	0.45351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	70.01855	0.0	3.62815	0.0	0.0	0.0	0.0	0.6231399999999999	0.0	0.0028699999999999997	0.0	0.0	0.0
G78805	52.0854	1.3636	0.01213	0.00829	0.02366	1.2580200000000001	0.28431	0.27946	0.0306	2.17415	1.74058	0.1451	1.13361	0.0	0.15461	5.32193	0.12136	0.01183	0.15765	2.12451	0.11082	0.01414	0.0	5.781569999999999	15.03479	0.0	0.0	0.0	0.02178	0.0	0.0	0.8165100000000001	5.18328	0.05417	0.0	0.0	0.0	0.0057799999999999995	0.0	0.0
G78715	40.53992	7.45021	0.0602	2.0764400000000003	0.050210000000000005	1.37753	0.675	0.23553000000000002	0.17701	15.162429999999999	0.0249	2.39865	2.83417	0.00632	0.06716	8.90283	0.13706	0.0	0.13104000000000002	1.1931100000000001	0.11756	0.02561	0.0	9.5587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78983	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78834	0.10279	7.37409	1.36455	66.13348	0.0	0.8720399999999999	0.38952	0.0	0.51368	0.33429000000000003	0.0	1.30062	15.96633	0.0	0.00645	2.52861	0.12517999999999999	0.0	0.23338000000000003	2.00913	0.042319999999999997	0.017419999999999998	0.0	0.0	0.0	0.0	0.0	0.31817	0.00673	0.007659999999999999	0.0	0.0	0.0	0.0	0.0	0.1307	0.0	0.0	0.0	0.12094
G80266	29.32078	40.91124	2.19748	6.785189999999999	0.28069	9.059460000000001	0.07946	0.39011	0.5565100000000001	4.840330000000001	0.00566	0.34836	3.20516	0.0	0.0	0.00031	0.14599	0.0	0.38067	0.0	0.06667999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.07984	0.9803200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14434	0.0	0.07706
G78589	0.00365	25.236060000000002	6.2123800000000005	8.65579	0.5953	0.0272	0.0	0.0	8.075389999999999	42.205490000000005	0.0	0.0	5.11492	0.12489000000000001	0.88381	0.0	0.0	0.01881	0.0	0.0	1.2455399999999999	0.43618999999999997	0.0	0.0	0.0	0.0	0.0	0.02015	0.0	0.37522	0.0	0.0	0.0	0.0	0.016319999999999998	0.0	0.0	0.0	0.0	0.00471
G78686	0.11037999999999999	2.0491900000000003	1.1865700000000001	0.06192	0.5908899999999999	6.72882	0.0	0.0	0.75242	46.42217	0.0	2.34782	0.00703	0.17440999999999998	0.00772	31.448909999999998	0.0	0.02708	0.02172	4.66066	0.09032000000000001	0.95478	0.0	1.02148	0.0	0.0	0.0	0.0	0.08102999999999999	0.0	0.0	0.0	0.0	0.0	0.63842	0.0	0.0	0.0	0.01883	0.0
G80373	39.62186	3.20293	4.6039699999999995	3.2132	0.06398999999999999	0.15435	0.053689999999999995	0.1482	0.09387999999999999	2.84309	8.432319999999999	0.59467	0.8404799999999999	0.0	0.17613	0.0	0.0	8.58418	0.0	14.04289	0.039389999999999994	0.39315	0.0	1.35857	4.18492	0.0	0.0	0.11795	0.0	0.0	0.0	2.44117	0.0	0.04144	0.69484	0.0	0.08628999999999999	0.016030000000000003	0.0	0.0
G78886	51.34972	12.81498	0.04504	0.00088	0.041819999999999996	0.41288	0.0454	0.12440999999999999	0.0	0.009470000000000001	1.63645	1.11248	0.34518000000000004	0.0	1.01031	0.25487	0.014230000000000001	4.69396	0.06992000000000001	2.20193	0.0	0.07719	0.0	2.7560000000000002	3.60429	0.0	0.014509999999999999	0.0	0.0	0.0	1.09779	0.5194	0.0	0.07719	15.300289999999999	0.0	0.066	0.0	0.0	0.0
G80588	32.25605	6.464090000000001	0.035019999999999996	0.06921000000000001	0.0	0.0	0.00731	0.02694	0.46991000000000005	0.0	0.01733	0.0	0.0	0.07203999999999999	0.0	0.0	0.0	0.0	0.01055	0.0	0.0	0.0	0.0	0.0	2.59678	0.00345	0.0	50.298559999999995	0.08467000000000001	0.0	0.0	6.6641	0.0	0.0	0.0	0.0	0.00839	0.0	0.0	0.0
G80416	48.51895	2.42932	0.0	0.00185	0.45903	0.36451999999999996	0.15628	0.15085	0.0	0.9639	3.17367	0.52812	0.5696	0.09454	0.62953	3.8927099999999997	0.005220000000000001	3.22575	0.03077	15.879920000000002	0.01064	0.06085	0.0	1.58161	2.06767	0.63058	0.0	0.0	0.059879999999999996	0.0	0.14704	7.714060000000001	0.10536	0.03901	0.84888	0.0	0.0	0.01516	0.27219	0.0
G80432	8.39964	2.6905200000000002	0.0459	0.04108	0.026760000000000003	0.9011600000000001	5.27435	0.40246	0.09486	8.52855	3.9936800000000003	0.33703	0.14818	0.0	0.14261	8.99341	0.0	0.01568	0.0	11.862860000000001	0.04659	0.1726	0.0	4.57125	29.89027	2.00127	0.040139999999999995	0.0	0.0	0.0	0.01138	0.10645999999999999	0.0	0.0	0.41122	0.0	0.03909	0.0	0.00484	0.0
G80379	43.58148	1.6750099999999999	0.23276999999999998	0.04943	0.00156	0.78994	11.73986	0.029939999999999998	0.04775	1.9696900000000002	0.0	0.23083	0.0025399999999999997	0.0	0.06179	2.0626900000000004	0.0	0.0	0.0	2.94815	0.00251	0.01067	0.0	5.70884	20.28864	0.13776	0.0	0.0	0.23642	0.0	1.1874	2.40073	0.0	0.0301	0.07416	0.0	0.0	0.006959999999999999	0.0	0.0
G78675	6.9348399999999994	41.212920000000004	31.47725	14.74594	0.08273	1.29883	0.0	0.0	0.0	0.0	0.19834000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55471	0.0	0.0	0.0	0.0	1.50689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97515	0.0	0.0	0.0
G78873	59.15191	0.0	24.90804	3.7641	0.09489	5.30668	0.0	0.0	0.00716	0.0	5.1212599999999995	0.0	0.0	0.0	0.27032	0.0	0.16646	0.0	0.39328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02111	0.0	0.0	0.0
G80447	59.16078	0.0	0.38264000000000004	4.44996	0.11288	11.85893	0.00845	0.0	0.07405	0.0	10.43678	0.01995	0.3266	0.0	2.02977	0.0	2.57651	0.0	2.92128	0.6461899999999999	0.5324300000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.19677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49251999999999996	0.0	0.0	0.41373999999999994
G78874	64.70979	0.00759	0.63284	0.69786	0.04231	11.75041	0.02225	0.0	0.32179	0.0011300000000000001	4.58636	0.11519000000000001	1.85145	0.0	0.7155	0.0	0.46691000000000005	0.004229999999999999	0.72473	0.061439999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0469	0.0	0.0	0.0	6.07062	0.0	0.0	0.01139
G78774	41.8967	8.24226	0.0	0.51535	0.12193	1.62743	8.445039999999999	0.01172	0.6855100000000001	15.46086	2.99697	0.75773	0.07397999999999999	0.0	0.53522	6.6919	0.0	0.08874	0.0	4.45573	0.1005	0.0	1.63571	3.04025	0.0	0.0	0.0	0.0	0.007209999999999999	0.0	0.80615	0.06702999999999999	0.7158	0.07032999999999999	0.0	0.044489999999999995	0.0	0.0	0.12509	0.0
G80554	32.27167	1.21943	2.15539	5.94102	0.08565	1.11917	0.06836	0.0	1.12989	0.0	0.14603	0.79498	0.0184	0.0	0.02889	20.72883	0.22279000000000002	0.00642	0.27729000000000004	11.58657	0.55071	0.007540000000000001	0.0	0.0	0.0	0.0	0.05504	0.17285999999999999	0.02171	0.0	0.0	0.0	0.0	0.02246	0.0	0.0	20.97335	0.0	0.0	0.0
G80561	75.26819	4.32819	0.88155	1.94429	0.034089999999999995	0.2974	0.07749	0.01656	0.73347	1.60676	0.028810000000000002	0.76181	1.95203	0.0	0.0	8.40428	0.00373	0.00394	0.11857999999999999	2.08506	0.12484	0.29536	0.0	0.74443	0.0	0.0	0.0	0.059789999999999996	0.03721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14718	0.0	0.0	0.0
G80475	68.80349	0.02638	9.92176	9.32155	0.07406	5.87239	0.0	0.0	0.02684	0.0	0.00436	4.38618	0.0	0.0	0.01047	0.00057	0.29496999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9493799999999999	0.00502	0.03425	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0
G80495	65.0666	7.68813	1.63192	0.45973	0.0517	0.6893199999999999	0.0	0.0	2.6493599999999997	0.5474100000000001	3.73377	0.00229	2.10148	0.0	0.0	6.43613	0.24058000000000002	0.0	0.25543000000000005	0.0	0.08352000000000001	0.0	1.072	0.0	0.0	0.00735	0.20047	0.09791	0.03538	0.0007700000000000001	0.0	0.3142	6.49196	0.053520000000000005	0.0	0.0	0.032330000000000005	0.0	0.0	0.0
G80521	66.44216	2.09868	0.11725	0.04933	0.0	0.55115	0.29267	0.0	0.21629	2.7361400000000002	9.68702	0.1367	0.08166	0.0	0.13899	3.54776	0.02395	0.00336	0.09587999999999999	0.34008	0.07859	0.09579	0.36553	0.12805	7.8857	0.0	0.54206	0.0	0.00496	0.0	0.0	0.24695999999999999	0.76372	0.05536	0.0	0.0	0.08768	0.0	0.02129	0.01684
G69153	52.35945	6.724060000000001	0.0156	0.02547	0.18313	0.9440700000000001	0.2012	0.0	0.0	0.03245	7.5823	0.5594899999999999	0.21318	0.0	0.18253	2.3376099999999997	0.20729	8.65952	0.48452	2.4319900000000003	0.0	0.22435	0.45633	0.01073	7.96615	0.12305	0.08043	0.0	0.02502	0.0	0.0	0.38075	0.00317	0.04224	0.0	0.0	0.01469	0.0	0.0	0.0
G80507	74.02798	0.53804	0.70033	9.40953	0.0046	0.54459	0.0	0.01007	0.12255999999999999	0.00041	0.01125	0.10603	6.86313	0.0	0.0	0.0028899999999999998	0.1326	0.0	0.24808000000000002	0.009170000000000001	0.0	0.0	0.0	0.02918	0.0	0.0	0.0	0.07429	0.31033	0.00101	0.0	2.87292	3.2825	0.0	0.0	0.0	0.40784000000000004	0.0	0.0	0.0
G78519	21.21571	0.89749	0.01125	0.39874	0.41825	1.64588	0.8852700000000001	0.01522	0.20935	5.967219999999999	0.0	0.46297	0.16613	0.0	0.2742	6.86788	0.00137	0.25074	0.0	18.84161	0.03676	0.07972	1.3409200000000001	1.54803	14.139270000000002	0.08574	0.9122100000000001	0.0	0.00772	0.0	0.09416000000000001	0.18073	3.5098300000000004	0.0	0.0	0.01857	0.0	0.00074	0.0	0.0
G80543	46.6057	21.92831	0.0443	1.19965	6.6349100000000005	0.00029	0.0	0.02599	0.00301	0.0	6.918939999999999	0.0	0.0	10.23002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57679	0.0	0.0007700000000000001	0.010490000000000001	0.0	3.8583800000000004	0.0	0.16788	0.0	0.0	0.0	0.0	0.0	0.0	0.0822	0.0	0.0	0.0
G80472	0.00235	0.00274	0.00394	58.7603	1.9086	0.0	0.0	0.0	9.38734	0.0	0.0	0.0	5.58626	0.0327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01761	0.25467	0.0	0.0	0.0	0.0	15.62686	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80497	0.0229	79.20212	0.44227	11.83953	1.5096100000000001	1.27665	0.02696	0.03938	2.2895	0.0	0.00602	0.0	0.17782	0.008790000000000001	0.0	0.0	0.06962	0.0	0.02678	0.0	0.044239999999999995	0.0	0.32695	0.0	0.0	0.0	0.0	0.13345	0.0	0.24129	0.0	0.0	0.0	0.0	0.0	0.30041	0.06396	0.0	0.0	0.0
G80529	77.44216999999999	4.8512699999999995	0.7662399999999999	0.5002800000000001	0.01227	0.59002	1.2382	0.0051	0.23151	4.28811	0.0	0.04793	0.0	0.0	0.0	3.87687	0.03435	0.0	0.0	2.61096	0.0036799999999999997	0.07873	0.82101	1.7372400000000001	0.0	0.0	0.0	0.0702	0.15885	0.0	0.1989	0.27339	0.0	0.06708	0.0	0.0	0.0	0.0	0.0142	0.0
G80568	0.01008	15.71699	16.98161	1.0397	0.01851	65.17139	0.0	0.0	0.12968	0.0	0.0	0.0	0.0	0.54792	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.17045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02048
G80316	37.29055	4.4909300000000005	0.0	0.74651	0.050960000000000005	0.18803	0.54061	0.017740000000000002	0.013580000000000002	0.06735	0.00267	0.26049	0.76639	0.0	0.23018000000000002	3.50365	0.03207	3.21422	0.06059	4.32	0.060660000000000006	0.07	0.0	0.0	0.48111000000000004	0.0	0.00392	0.0	0.0	0.0	0.0	0.46975	0.0	0.00157	42.925470000000004	0.0	0.0	0.01924	0.0	0.0
G80341	55.914919999999995	0.89318	0.047639999999999995	0.39141	0.0	0.1974	0.24848	0.015819999999999997	0.0	0.17894000000000002	0.00997	0.12746	1.6918	0.0	0.0909	2.30848	0.06636	1.86451	0.32813000000000003	0.11538	0.03034	0.00549	0.0	0.0	1.2843200000000001	0.045110000000000004	0.00063	0.0	0.20818000000000003	0.0	0.0	0.31006999999999996	0.0	0.01685	33.33003	0.0	0.0	0.01929	0.0	0.0
G80573	0.032330000000000005	0.42582	1.2748899999999999	20.53659	0.0	9.348189999999999	0.0	0.0	0.0	0.0	0.0061	0.01641	0.0	0.008790000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.95872	0.0	0.0023899999999999998	0.0	0.0	0.00117	0.0	0.0	0.0	0.00179	0.0	0.0	0.0
G80378	35.98857	0.47243999999999997	3.07999	0.0	0.0	0.05541	1.64063	0.018369999999999997	0.0	0.42521000000000003	1.8385200000000002	0.16722	0.46871	0.0	0.29841999999999996	1.43418	0.0	7.280539999999999	0.02244	0.52077	0.02429	0.06087000000000001	0.26521999999999996	0.09944	8.947330000000001	0.50056	26.1293	0.22895	0.04388	0.0	0.0	1.15832	1.22965	0.0	0.0	0.0	0.0	0.0	0.66683	0.0
G80594	0.05577000000000001	89.96242	0.0348	0.80412	1.97767	0.0	0.0	0.0	0.0	0.0	0.00033999999999999997	0.0	0.0	0.18112	0.0	0.0	0.14102	0.012759999999999999	0.0	0.0	0.0	0.0	5.13289	0.0	0.0	0.00249	0.24752	0.82905	0.0	0.0009400000000000001	0.0	0.0	0.0	0.0	0.07095	0.0	0.19791	0.0	0.00466	0.0
G80508	10.81888	1.1640000000000001	9.55827	4.15451	0.031180000000000003	1.8247799999999998	0.0114	0.00164	0.0	0.0	0.0	0.00318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.19534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04836	0.0	0.00483	0.34435
G80340	3.4519900000000003	0.4534	0.04778	0.03762	0.026060000000000003	0.17668	0.12478	0.0	0.24136999999999997	0.40381999999999996	0.37228	0.03789	0.0	0.0	0.006940000000000001	1.2878	0.09805	0.004070000000000001	0.0	1.7209599999999998	0.0003	0.06209	0.21656	0.9133399999999999	0.08438	1.68125	86.23024000000001	0.0	0.0	0.0	1.15545	0.0	0.7746	0.0	0.18182	0.0	0.0	0.0	0.0	0.0
G69176	4.551830000000001	0.30191	0.14652	0.059039999999999995	0.14257	0.34855	0.02802	0.0	0.27101	2.1707400000000003	0.67609	0.40586	0.0	0.0	0.00942	2.93509	0.0	0.0	0.0	6.70955	0.28218000000000004	0.04083	0.14157	0.9988100000000001	0.28902	0.03973	77.80836	0.0	0.0	0.0	0.3127	0.0	0.58044	0.0	0.0	0.0	0.07399	0.0	0.0	0.0
G69184	6.39624	2.6959400000000002	0.11375999999999999	0.72254	0.79584	1.01326	0.92984	0.02868	0.03584	2.9540900000000003	0.70506	0.38777	0.35938000000000003	0.40294	0.007670000000000001	6.4049	0.36630999999999997	0.60564	0.0	20.97286	0.32555	1.30292	1.6681	4.662780000000001	0.4293	2.76043	12.359000000000002	0.01112	0.04095	0.0	2.2177599999999997	0.05225	0.6365	0.0	24.68058	0.07502	0.0029	0.0	0.0	0.0
G69191	16.17015	2.71671	0.5123	0.06533	0.0	0.19743	0.79874	0.00644	0.35314	0.9181799999999999	2.44203	0.10724000000000002	0.6059	0.0	0.0	0.92171	0.0	0.97954	0.0	1.6714099999999998	0.0	0.36824	0.32771999999999996	0.48549	1.36011	0.0	63.24216	0.0	0.0	0.0	1.4087399999999999	0.10242000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78870	4.11355	5.80354	0.04528	0.09158	0.020319999999999998	0.5350699999999999	1.3106	0.010879999999999999	3.55745	6.49266	0.46871	0.15955	0.10845	0.0	0.01121	2.6933700000000003	0.009470000000000001	0.04292	0.02065	1.32378	0.07879	0.0526	0.8834	0.49804	0.59651	0.0	65.33402	0.0	0.0	0.0	1.05816	0.18348	3.4511199999999995	0.0	0.37883	0.11332	0.0	0.0	0.0	0.0
G78871	13.977129999999999	14.54296	0.138	0.15407	0.0596	0.7276199999999999	1.8976	0.09036	0.27676	0.64449	0.77717	0.19763	0.03505	0.0	0.04423	2.78329	0.03451	1.87113	0.04562	0.3346	0.14006	0.20713	2.64629	1.74168	19.84245	0.0	22.72812	0.0	0.08514	0.0	6.1775400000000005	0.47827	0.5978899999999999	0.01496	0.0	0.0	0.0	0.0	0.0	0.0
G78721	9.013689999999999	4.63359	0.04487	0.07396	0.0	0.1949	0.056470000000000006	0.01865	0.85714	1.8934400000000002	0.6569699999999999	0.06451	0.051579999999999994	0.0	0.016030000000000003	1.4068200000000002	0.00829	0.5121100000000001	0.06785	3.91155	0.0325	0.21081999999999998	0.34347	0.00938	0.55745	0.0	72.66149	0.11027999999999999	0.00583	0.0	0.59568	0.12132000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038689999999999995
G80498	0.00443	0.00466	93.85242	3.4508900000000002	0.027710000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9241	0.0	0.0	0.0	0.0	0.0	0.1888	0.0	0.60325	0.5825	0.0	0.0	0.0	0.0	0.0	0.0	0.0194	0.0	0.0	0.0
G80455	0.00406	9.27657	35.30435	18.00263	0.03644	3.51759	0.0	0.0	0.18281	0.26655999999999996	0.0	0.00646	0.04013	0.08874	0.02939	0.0	0.0	0.0	0.0	0.0	0.37601999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.05633	0.05219	0.11316	0.0	0.0	31.55511	0.0	0.0	0.0	0.1608	0.0	0.0	0.0
G78579	35.038090000000004	16.8164	0.03352	4.23019	0.00727	1.20135	0.0	0.0	0.23401999999999998	3.94363	0.0	0.13719	0.4027	0.49631000000000003	0.29208	2.68779	0.02576	0.16985999999999998	0.01963	0.27876	0.07897	0.06956	0.87785	0.4476	0.0	0.0	0.0	0.0	0.03626	0.0	0.00759	0.0	11.18769	0.0	21.06881	0.0	0.0	0.0	0.0	0.0
G80387	43.48305	13.62629	0.0216	0.21746	0.0865	0.48031999999999997	0.24900999999999998	0.033889999999999997	0.20490999999999998	1.20171	0.0	0.21959	0.32011	0.0	0.04898	7.563739999999999	0.00124	0.07192	0.01121	8.848139999999999	0.15747	0.15955	0.8444299999999999	2.22923	0.0	0.01278	0.0	0.0	0.08046	0.0	3.82171	0.0	11.37738	0.00601	0.0	0.01955	0.0	0.00817	0.0	0.0
G80482	0.04087	27.10908	1.07159	25.48222	0.00958	10.50262	0.0017399999999999998	0.0	0.07818	0.15775999999999998	0.0	0.50085	0.32865	0.00049	0.5291600000000001	8.23652	0.20259000000000002	0.0028	0.16479000000000002	0.0	1.05142	0.0	0.00055	2.0333200000000002	0.0	0.0	0.0	8.329260000000001	0.09053	0.06355	0.0	0.0	1.59002	0.006840000000000001	0.0	0.00805	12.1264	0.0	0.0	0.12832000000000002
G78564	0.00117	38.106640000000006	0.01649	0.0	3.03231	0.7497699999999999	0.6794399999999999	9.237960000000001	0.0	0.12082000000000001	0.0	0.00235	0.28461	2.42955	0.0	0.061189999999999994	0.03619	0.0	0.25803000000000004	1.48231	0.01668	1.7304700000000002	0.0	8.20143	0.0	17.090239999999998	0.0	0.0	0.0	6.38551	0.0	0.0	0.0	0.0	0.0	7.96785	0.0	0.0	0.0	0.0
G80478	0.09555	74.86846	0.02107	0.00055	1.43527	1.3367	0.025960000000000004	6.64041	0.0	0.034710000000000005	0.0	0.0	2.4819400000000003	0.15684	0.0	0.00101	0.3775	0.00692	0.73387	0.70967	0.10457999999999999	2.2259700000000002	0.0	0.87631	0.0	0.0	0.0	0.20215999999999998	0.0	7.4894	0.00072	0.0	0.0	0.0	0.0948	0.0	0.0	0.0	0.0	0.0
