	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus
G78492	0.0	0.0	0.0	0.0	0.15031	0.0	0.0	1.07518	0.0	0.0	1.11545	0.0	3.06278	2.2397400000000003	1.66075	0.0	0.0	2.37562	39.828359999999996	0.0	16.58211	3.9921800000000003	0.0	0.0	0.02658	0.0	0.9938600000000001	0.0	0.0	0.0	0.0	0.0	1.8943400000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69202	0.0	1.53024	0.0	0.0	0.32149	0.0	0.23863	0.0	3.4703699999999995	1.8222200000000002	2.45638	0.07755	2.26418	0.0	1.10337	0.0	0.0	0.039689999999999996	3.36249	0.0	0.12862	0.11961	0.12180999999999999	0.0	0.0	0.11796	0.06947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020309999999999998	9.4309	0.0	0.0	0.0
G69208	0.0	0.0	0.0	0.0	0.00974	0.0	0.02306	0.0	42.18524	0.0	1.02062	7.6005899999999995	0.050980000000000004	0.0	0.27194	0.0	0.0	0.0	0.11322	0.01974	14.726679999999998	0.01137	0.26285	0.0	0.0	0.0	0.06121	0.0	0.0	0.0	0.0	0.0	0.028360000000000003	0.0	0.0	0.0	4.54327	0.0	0.0	0.12019
G78693	0.0	0.34741	3.10663	0.0	13.136429999999999	0.0	34.22266	0.85035	0.0	0.019030000000000002	1.10001	0.02247	7.618510000000001	0.45503000000000005	0.44478	0.0	0.52178	1.3247	1.81828	0.40226	7.10306	1.12065	0.0	0.0	0.060989999999999996	0.0	0.11830999999999998	0.0	0.0	0.00316	0.0	0.0	0.08094	0.0	0.0	0.02254	0.0	0.0	0.0	0.0
G80396	0.0	0.36746999999999996	3.5643	0.0	1.5351700000000001	0.0	13.64432	10.4625	0.0	0.0	0.35691999999999996	0.0017800000000000001	2.83375	0.11059000000000001	0.17642	0.0	1.68288	0.39105	0.13248	0.03302	3.61173	1.9270599999999998	0.0	0.0	5.509180000000001	0.0	0.44859	0.0	0.0	0.0	0.0	0.0	1.2163	0.0	0.0	0.00214	0.0	0.0	0.0	0.0033
G80569	0.0	0.0	0.0	0.0	0.00579	0.0	0.0	0.0	3.62815	0.0	2.06086	0.45351	0.0	0.0	0.056139999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01645	0.0	0.0	0.0028699999999999997	70.01855	0.0	0.0	0.0	22.277739999999998	0.00371	0.6231399999999999	0.0	0.0	0.0
G78805	0.0	0.0	3.0190099999999997	1.5273299999999999	1.74058	0.0	0.0	15.03479	0.0	0.0	0.02366	1.13361	2.12451	0.15461	1.2580200000000001	0.0	0.0	0.1451	2.17415	0.8165100000000001	5.32193	5.781569999999999	0.15765	0.0	0.0	0.0	0.00829	0.0	0.0	0.0	0.0	0.0	0.01183	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78715	0.0	0.0	0.0	0.0	0.0249	0.0	0.0	0.0	0.0	0.00632	0.050210000000000005	2.83417	1.1931100000000001	0.06716	1.37753	0.0	0.0	2.39865	15.162429999999999	0.0	8.90283	9.5587	0.13104000000000002	0.0	0.0	0.0	2.0764400000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007659999999999999	0.0	0.0	15.96633	2.00913	0.00645	0.8720399999999999	0.0	0.0	1.30062	0.33429000000000003	0.0	2.52861	0.0	0.23338000000000003	0.0	0.0	0.0	66.13348	0.0	0.07047	0.0	0.31817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80266	0.0	0.0	0.0	0.0	0.00566	0.0	0.0	0.0	0.0	0.0	0.28069	3.20516	0.0	0.0	9.059460000000001	0.0	0.0	0.34836	4.840330000000001	0.0	0.00031	0.0	0.38067	0.0	0.0	0.0	6.785189999999999	0.0	0.0	0.0	0.07984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37522	0.12489000000000001	0.5953	5.11492	0.0	0.88381	0.0272	0.01329	0.0	0.0	42.205490000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.65579	0.0	0.0	0.0	0.02015	0.0	0.01881	0.0	0.0	0.0	0.016319999999999998	0.12755	0.0	0.0
G78686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17440999999999998	0.5908899999999999	0.00703	4.66066	0.00772	6.72882	0.0	0.0	2.34782	46.42217	0.0	31.448909999999998	1.02148	0.02172	0.0	0.0	0.0	0.06192	0.01883	0.0	0.0	0.0	0.0	0.02708	0.0	0.0	0.0	0.63842	0.0	0.0	0.0
G80373	0.0	0.0	0.0	0.0	8.432319999999999	3.26404	0.0	4.18492	0.0	0.0	0.06398999999999999	0.8404799999999999	14.04289	0.17613	0.15435	0.0	0.18513	0.59467	2.84309	2.44117	0.0	1.35857	0.0	0.0	0.0	0.0	3.2132	0.0	0.026489999999999996	0.08628999999999999	0.11795	0.0	8.58418	0.0	0.0	0.0	0.69484	0.0	0.0	0.0
G78886	0.0	0.0	0.0	0.0	1.63645	0.21306999999999998	0.014509999999999999	3.60429	0.0	0.0	0.041819999999999996	0.34518000000000004	2.20193	1.01031	0.41288	0.0	0.09031	1.11248	0.009470000000000001	0.5194	0.25487	2.7560000000000002	0.06992000000000001	0.0	1.09779	0.0	0.00088	0.0	0.0	0.066	0.0	0.0	4.69396	0.0	0.0	0.0	15.300289999999999	0.0	0.0	0.0
G80588	0.0	0.0	0.0	0.0	0.01733	0.0	0.0	2.59678	0.0	0.07203999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6641	0.0	0.0	0.01055	0.0	0.0	0.0	0.06921000000000001	0.0	0.0	0.00839	50.298559999999995	0.0	0.0	0.0	0.81545	0.00345	0.0	0.0	0.0	0.0
G80416	0.0	0.0	3.01992	0.5121899999999999	3.17367	1.03674	0.0	2.06767	0.0	0.09454	0.45903	0.5696	15.879920000000002	0.62953	0.36451999999999996	0.0	0.26055	0.52812	0.9639	7.714060000000001	3.8927099999999997	1.58161	0.03077	0.0	0.14704	0.0	0.00185	0.27219	0.0	0.0	0.0	0.0	3.22575	0.0	0.0	0.63058	0.84888	0.0	0.0	0.0
G80432	0.0	0.0	4.33246	4.24739	3.9936800000000003	0.0	0.040139999999999995	29.89027	0.0	0.0	0.026760000000000003	0.14818	11.862860000000001	0.14261	0.9011600000000001	0.0	1.25306	0.33703	8.52855	0.10645999999999999	8.99341	4.57125	0.0	0.0	0.01138	0.0	0.04108	0.00484	0.0	0.03909	0.0	0.0	0.01568	0.0	0.0	2.00127	0.41122	0.0	0.0	0.0
G80379	0.0	0.0	0.0	2.8460400000000003	0.0	0.0	0.0	20.28864	0.0	0.0	0.00156	0.0025399999999999997	2.94815	0.06179	0.78994	0.0	0.0118	0.23083	1.9696900000000002	2.40073	2.0626900000000004	5.70884	0.0	0.0	1.1874	0.0	0.04943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13776	0.07416	0.0	0.0	0.0
G78675	0.0	0.55471	0.0	0.0	0.19834000000000002	0.0	0.0	0.0	0.0	0.0	0.08273	0.0	0.0	0.0	1.29883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.74594	0.0	0.0	1.97515	1.50689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78873	0.0	0.0	0.0	0.0	5.1212599999999995	0.0	0.0	0.0	0.0	0.0	0.09489	0.0	0.0	0.27032	5.30668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39328	0.0	0.0	0.0	3.7641	0.0	0.0	0.02111	0.59918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80447	0.0	0.0	0.0	0.0	10.43678	0.0	0.0	0.0	0.0	0.0	0.11288	0.3266	0.6461899999999999	2.02977	11.85893	0.0	0.0	0.01995	0.0	0.0	0.0	0.0	2.92128	0.0	0.0	0.0	4.44996	0.0	0.0	0.49251999999999996	0.19677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78874	0.0	0.0	0.0	0.0	4.58636	0.0	0.0	0.0	0.0	0.0	0.04231	1.85145	0.061439999999999995	0.7155	11.75041	0.0	0.0	0.11519000000000001	0.0011300000000000001	0.0	0.0	0.0	0.72473	0.0	0.0	0.0	0.69786	0.0	0.0	6.07062	0.0	0.0	0.004229999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78774	0.0	1.63571	0.1127	0.0	2.99697	0.0	0.0	0.0	0.0	0.0	0.12193	0.07397999999999999	4.45573	0.53522	1.62743	0.0	0.0	0.75773	15.46086	0.06702999999999999	6.6919	3.04025	0.0	0.0	0.80615	0.0	0.51535	0.12509	0.0	0.0	0.0	0.0	0.08874	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80554	0.0	0.0	0.0	0.0	0.14603	0.0	0.05504	0.0	0.0	0.0	0.08565	0.0184	11.58657	0.02889	1.11917	0.0	0.0	0.79498	0.0	0.0	20.72883	0.0	0.27729000000000004	0.0	0.0	0.0	5.94102	0.0	0.08335	20.97335	0.17285999999999999	0.0	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80561	0.0	0.0	0.0	0.0	0.028810000000000002	0.0	0.0	0.0	0.0	0.0	0.034089999999999995	1.95203	2.08506	0.0	0.2974	0.0	0.0	0.76181	1.60676	0.0	8.40428	0.74443	0.11857999999999999	0.0	0.0	0.0	1.94429	0.0	0.0	0.14718	0.059789999999999996	0.0	0.00394	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80475	0.0	0.0	0.0	0.0	0.00436	0.0	0.0	0.0	0.03425	0.0	0.07406	0.0	0.0	0.01047	5.87239	0.0	0.0	4.38618	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	9.32155	0.0	0.23195	0.00117	0.9493799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80495	0.0	1.072	0.0	0.0	3.73377	0.0	0.20047	0.0	0.0007700000000000001	0.0	0.0517	2.10148	0.0	0.0	0.6893199999999999	0.0	0.0	0.00229	0.5474100000000001	0.3142	6.43613	0.0	0.25543000000000005	0.0	0.0	0.0	0.45973	0.0	0.0	0.032330000000000005	0.09791	0.0	0.0	0.0	0.0	0.00735	0.0	0.0	0.0	0.0
G80521	0.0	0.36553	0.0	3.0987299999999998	9.68702	0.0	0.54206	7.8857	0.0	0.0	0.0	0.08166	0.34008	0.13899	0.55115	0.008579999999999999	0.0	0.1367	2.7361400000000002	0.24695999999999999	3.54776	0.12805	0.09587999999999999	0.0	0.0	0.0	0.04933	0.02129	0.0	0.08768	0.0	0.0	0.00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69153	0.0	0.45633	6.27009	1.02168	7.5823	0.0	0.08043	7.96615	0.0	0.0	0.18313	0.21318	2.4319900000000003	0.18253	0.9440700000000001	0.0	0.0	0.5594899999999999	0.03245	0.38075	2.3376099999999997	0.01073	0.48452	0.0	0.0	0.0	0.02547	0.0	0.0	0.01469	0.0	0.0	8.65952	0.0	0.0	0.12305	0.0	0.0	0.0	0.0
G80507	0.0	0.0	0.0	0.0	0.01125	0.0	0.0	0.0	0.00101	0.0	0.0046	6.86313	0.009170000000000001	0.0	0.54459	0.0	0.0	0.10603	0.00041	2.87292	0.0028899999999999998	0.02918	0.24808000000000002	0.0	0.0	0.0	9.40953	0.0	0.0	0.40784000000000004	0.07429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78519	0.0	1.3409200000000001	3.82292	2.31942	0.0	0.0	0.9122100000000001	14.139270000000002	0.0	0.0	0.41825	0.16613	18.84161	0.2742	1.64588	12.73664	0.0	0.46297	5.967219999999999	0.18073	6.86788	1.54803	0.0	0.0	0.09416000000000001	0.0	0.39874	0.0	0.0	0.0	0.0	0.0	0.25074	0.0	0.0	0.08574	0.0	0.0	0.0	0.0
G80543	0.0	1.57679	0.0	0.0	6.918939999999999	0.0	0.0	0.0007700000000000001	0.16788	10.23002	6.6349100000000005	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19965	0.0	0.0	0.0822	3.8583800000000004	0.0	0.0	0.0	0.0	0.010490000000000001	0.0	0.0	0.0	0.0
G80472	0.0	0.0	0.0	0.0	0.0	0.0	0.01761	0.0	0.0	0.0327	1.9086	5.58626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.7603	0.0	0.0	0.0	0.25467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80497	0.0	0.32695	0.0	0.0	0.00602	0.0	0.0	0.0	0.24129	0.008790000000000001	1.5096100000000001	0.17782	0.0	0.0	1.27665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02678	0.0	0.0	0.0	11.83953	0.0	0.0	0.06396	0.13345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80529	0.0	0.82101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01227	0.0	2.61096	0.0	0.59002	0.0	0.0	0.04793	4.28811	0.27339	3.87687	1.7372400000000001	0.0	0.0	0.1989	0.0	0.5002800000000001	0.0142	0.0	0.0	0.0702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80568	0.0	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.17045	0.54792	0.01851	0.0	0.0	0.0	65.17139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0397	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80316	0.0	0.0	0.0	0.0	0.00267	0.0	0.00392	0.48111000000000004	0.0	0.0	0.050960000000000005	0.76639	4.32	0.23018000000000002	0.18803	0.0	0.0	0.26049	0.06735	0.46975	3.50365	0.0	0.06059	0.0	0.0	0.0	0.74651	0.0	0.0	0.0	0.0	0.0	3.21422	0.0	0.0	0.0	42.925470000000004	0.0	0.0	0.0
G80341	0.0	0.0	0.0	0.0	0.00997	0.0	0.00063	1.2843200000000001	0.0	0.0	0.0	1.6918	0.11538	0.0909	0.1974	0.0	0.0	0.12746	0.17894000000000002	0.31006999999999996	2.30848	0.0	0.32813000000000003	0.0	0.0	0.0	0.39141	0.0	0.0	0.0	0.0	0.0	1.86451	0.0	0.0	0.045110000000000004	33.33003	0.0	0.0	0.0
G80573	0.0	0.0	0.0	0.0	0.0061	0.0	0.0	0.0	0.0023899999999999998	0.008790000000000001	0.0	0.0	0.0	0.0	9.348189999999999	0.0	0.0	0.01641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.53659	0.0	0.0	0.00179	67.95872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01656
G80378	0.0	0.26521999999999996	1.24583	0.0	1.8385200000000002	0.48863	26.1293	8.947330000000001	0.0	0.0	0.0	0.46871	0.52077	0.29841999999999996	0.05541	0.0	0.61916	0.16722	0.42521000000000003	1.15832	1.43418	0.09944	0.02244	3.44466	0.0	0.0	0.0	0.66683	0.0	0.0	0.22895	0.0	7.280539999999999	0.0	0.0	0.50056	0.0	0.0	0.0	0.0
G80594	0.0	5.13289	0.0	0.0	0.00033999999999999997	0.0	0.24752	0.0	0.0009400000000000001	0.18112	1.97767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80412	0.00466	0.0	0.19791	0.82905	0.0	0.012759999999999999	0.0	0.0	0.00249	0.07095	0.0	0.0	0.0
G80508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031180000000000003	0.0	0.0	0.0	1.8247799999999998	0.0	0.0	0.00318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15451	0.00483	44.298159999999996	0.04836	8.19534	19.48719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80340	0.0	0.21656	0.0385	0.12410999999999998	0.37228	0.0	86.23024000000001	0.08438	0.0	0.0	0.026060000000000003	0.0	1.7209599999999998	0.006940000000000001	0.17668	0.0	0.04268	0.03789	0.40381999999999996	0.0	1.2878	0.9133399999999999	0.0	0.0	1.15545	0.0	0.03762	0.0	0.0	0.0	0.0	0.0	0.004070000000000001	0.0	0.0	1.68125	0.18182	0.0	0.0	0.0
G69176	0.0	0.14157	0.12487000000000001	0.06065	0.67609	0.0	77.80836	0.28902	0.0	0.0	0.14257	0.0	6.70955	0.00942	0.34855	0.0	0.0	0.40586	2.1707400000000003	0.0	2.93509	0.9988100000000001	0.0	0.0	0.3127	0.0	0.059039999999999995	0.0	0.0	0.07399	0.0	0.0	0.0	0.0	0.0	0.03973	0.0	0.0	0.0	0.0
G69184	0.0	1.6681	1.8763400000000001	0.47403	0.70506	0.0	12.359000000000002	0.4293	0.0	0.40294	0.79584	0.35938000000000003	20.97286	0.007670000000000001	1.01326	0.0	0.40552	0.38777	2.9540900000000003	0.05225	6.4049	4.662780000000001	0.0	0.0	2.2177599999999997	0.0	0.72254	0.0	0.08224	0.0029	0.01112	0.0	0.60564	0.0	0.0	2.76043	24.68058	0.0	0.0	0.0
G69191	0.0	0.32771999999999996	2.8121400000000003	0.0	2.44203	0.0	63.24216	1.36011	0.0	0.0	0.0	0.6059	1.6714099999999998	0.0	0.19743	0.0	0.0	0.10724000000000002	0.9181799999999999	0.10242000000000001	0.92171	0.48549	0.0	0.0	1.4087399999999999	0.0	0.06533	0.0	0.0	0.0	0.0	0.0	0.97954	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78870	0.0	0.8834	0.46343	0.0	0.46871	0.0	65.33402	0.59651	0.0	0.0	0.020319999999999998	0.10845	1.32378	0.01121	0.5350699999999999	0.0	0.0	0.15955	6.49266	0.18348	2.6933700000000003	0.49804	0.02065	0.0	1.05816	0.0	0.09158	0.0	0.0	0.0	0.0	0.0	0.04292	0.0	0.0	0.0	0.37883	0.0	0.0	0.0
G78871	0.0	2.64629	6.567239999999999	0.0	0.77717	0.0	22.72812	19.84245	0.0	0.0	0.0596	0.03505	0.3346	0.04423	0.7276199999999999	0.0	0.0	0.19763	0.64449	0.47827	2.78329	1.74168	0.04562	0.0	6.1775400000000005	0.0	0.15407	0.0	0.0	0.0	0.0	0.0	1.87113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78721	0.0	0.34347	1.0593700000000001	0.0	0.6569699999999999	0.0	72.66149	0.55745	0.0	0.0	0.0	0.051579999999999994	3.91155	0.016030000000000003	0.1949	0.0	0.0	0.06451	1.8934400000000002	0.12132000000000001	1.4068200000000002	0.00938	0.06785	0.0	0.59568	0.0	0.07396	0.0	0.0	0.0	0.11027999999999999	0.0	0.5121100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80498	0.0	0.0	0.0	0.0	0.0	0.0	0.1888	0.0	0.5825	0.0	0.027710000000000002	0.02106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4508900000000002	0.0	0.0	0.0194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11316	0.08874	0.03644	0.04013	0.0	0.02939	3.51759	0.0	0.0	0.00646	0.26655999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.00263	0.0	0.06642999999999999	0.1608	0.05633	0.0	0.0	0.0	0.39994	0.0	0.0	0.0	0.0	0.0
G78579	0.0	0.87785	0.0	0.1175	0.0	0.0	0.0	0.0	0.0	0.49631000000000003	0.00727	0.4027	0.27876	0.29208	1.20135	0.0	0.0	0.13719	3.94363	0.0	2.68779	0.4476	0.01963	0.0	0.00759	0.0	4.23019	0.0	0.0	0.0	0.0	0.0	0.16985999999999998	0.0	0.0	0.0	21.06881	0.0	0.0	0.0
G80387	0.0	0.8444299999999999	0.0	4.5147900000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0865	0.32011	8.848139999999999	0.04898	0.48031999999999997	0.00907	0.0	0.21959	1.20171	0.0	7.563739999999999	2.22923	0.01121	0.0	3.82171	0.0	0.21746	0.0	0.0	0.0	0.0	0.0	0.07192	0.0	0.0	0.01278	0.0	0.0	0.0	0.0
G80482	0.01239	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.06355	0.00049	0.00958	0.32865	0.0	0.5291600000000001	10.50262	0.0	0.0	0.50085	0.15775999999999998	0.0	8.23652	2.0333200000000002	0.16479000000000002	0.0	0.0	0.0	25.48222	0.0	0.0017800000000000001	12.1264	8.329260000000001	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.0	0.01956
G78564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38551	2.42955	3.03231	0.28461	1.48231	0.0	0.7497699999999999	0.0	1.55009	0.00235	0.12082000000000001	0.0	0.061189999999999994	8.20143	0.25803000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.090239999999998	0.0	0.039080000000000004	0.0	0.0
G80478	0.0	0.0	0.013319999999999999	0.0	0.0	0.0	0.0	0.0	7.4894	0.15684	1.43527	2.4819400000000003	0.70967	0.0	1.3367	0.0	0.0	0.0	0.034710000000000005	0.0	0.00101	0.87631	0.73387	0.0	0.00072	0.0	0.00055	0.0	0.0	0.0	0.20215999999999998	0.0	0.00692	0.0	0.0	0.0	0.0948	0.0	0.0	0.0
G78782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20306	0.06191	0.67942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80351	0.0	0.25006	0.0	0.0	4.74978	0.0	0.0	0.48251000000000005	0.0	0.02128	0.7069	0.28688	4.15665	0.01378	0.8635700000000001	0.0	0.0	0.26494	4.81294	0.30451999999999996	1.99636	1.52787	0.06688999999999999	0.0	0.014230000000000001	0.0	0.83044	0.0	0.0	0.018000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	24.202720000000003	0.0	0.0	0.0
G80264	0.0	0.0	0.0	0.0	7.75482	0.0	0.0	37.10154	0.0	0.0	0.038669999999999996	1.3426799999999999	2.8871599999999997	0.03873	0.23929	0.0	0.0	0.34661	2.4740599999999997	2.4340900000000003	12.53075	0.69594	0.00267	0.0	4.91441	0.0	1.68872	0.44619	0.0	0.0	0.0	0.0	3.20511	0.0	0.0	0.0	0.0	0.0	0.0	0.0
